country,province,description,points,production_cost,price,taster_name,winery
Austria,Burgenland,"A black berry note and soft tannins, plus its just-off-dry character give this wine a juicy, jammy quality. It has a hint of spice while retaining its light, fruity touch.",84,1.82,9,Roger Voss,Hafner
US,California,"This wine seems sweet, with apricot, orange, lemongrass and vanilla flavors. A good blast of acidity provides balance.",84,2.57,20,,Parkers Estate
South Africa,Stellenbosch,"This light offering shows berry-cherry fruit and an herb note on the nose. The palate is even and dry with bing-cherry flavors, but an evident greenness keeps the wine from blossoming fully. Finishes dry, with a mildly astringent and slightly woody note.",84,3.4,17,,Middelvlei
France,Provence,"Features attractive aromas of chocolate, prunes, leather and soy sauce that are fairly complex and mature. The flavors are similar, with touches of earth and black cherries. Drink now.",84,3.98,20,Joe Czerwinski,Château des Sarrins
US,California,"A peppery nose, tart wine, with plenty of acid, perhaps too much acid. The mouthfeel is awkward, unbalanced, and the finish is odd. It tastes over-manipulated.",83,2.4,12,Paul Gregutt,Perry Creek
US,California,"Smells like a shootout in a tomato factory. It's a strong whiff of tomatoes on the vine, followed by tannin and a little sweet, grapy fruit.",82,3.2,16,Paul Gregutt,Bella Vigna
US,California,"From the Thomas LaTour Vineyards on Mount Veeder, this wine is half barrel fermented and half aged in stainless steel, making for a balanced, full-bodied expression of the variety. Apple and stony mineral notes linger, with hints of butterscotch on the finish.",90,8.94,38,Virginie Boone,Spicy Vines
Germany,Mosel,"Fluffy, almost cloud-like in mouthfeel, this finely textured late-release Riesling already shows clues of just a few years of bottle-age magic. Savory notes of white mushroom and spice lend umami to slicks of sweet marmalade, grapefruit and honey. It's an enticing wine at a surprisingly gentle price.",90,2.63,23,Anna Lee C. Iijima,Staatliche Weinbaudomäne Trier
US,California,"One of Adam Lee's more affordable appellation blends, this delivers a lot of bang for the buck, with aromas of extracted strawberry, rich plum, sandalwood and a slate backbone. Soft red fruit starts the palate, then sharpens into cranberry, with lots of herbal spice and acidic sizzle throughout.",90,9.99,34,Matt Kettmann,Siduri
US,California,"Made in a light-bodied, cooler-climate style, this wine has grip and tension yet is delicate on the palate, nuanced in lavender, blueberry, dried herb and a sprinkling of white pepper. Food-friendly, it's a good choice for the table.",90,9.2,46,Virginie Boone,Heintz
US,Oregon,"This is a solid, serviceable Pinot, though not a match for the very impressive 2010. Tart fruit carries a suggestion of over-ripeness as well, especially in the finish, which has an autumnal scent of fallen apples.",87,6.4,32,Paul Gregutt,Adelsheim
Italy,Veneto,"Here's a delightful Valpolicella that offers immediate drinkability. It features succulent black cherry, red currant and white pepper flavors along with smooth tannins and fresh acidity. Pair this with rich pastas or spicy grilled chicken.",87,2.97,17,Kerin O’Keefe,Allegrini
France,Champagne,"A smooth and soft wine this is fruity, fresh and forward in style. Red-cherry flavor and gentle acidity dominate on the palate. It's rounded and ready to drink now. Finshes with a hint of sweetness.",87,8.33,37,Roger Voss,Vollereaux
Chile,Curicó Valley,"A dry, lightly oaked wine with aromas of cassis and other red fruits. The palate is center of the road, with plum and berry flavors and tangy, lively acidity. A basic style of Cab with freshness and sincerity but nothing out of the ordinary.",85,3.07,18,Michael Schachner,Aresti
Chile,Curicó Valley,"A little rubbery and harsh at first, but pretty good after it settles down. The palate is on the dry and tangy side, with spiky acids pushing red-fruit flavors. Clean and medium-bodied throughout, with few frills or thrills. Basic, competent Cabernet Sauvignon.",85,4.89,18,Michael Schachner,Aresti
Italy,Veneto,This is a cheerful and easygoing rosé sparkling wine that offers measured aromas of wild berry and chalky white mineral. The wine is creamy and smooth in the mouth and ends with a playful sweet-against sour-note. Made with Corvina and other grapes found near Verona.,85,1.61,16,,Monte del Frá
Austria,Burgenland,"Showing apricot and honey flavors with a refreshing dash of lemon acidity, this is an intensely sweet and rich wine. The texture is smooth, mellifluous, the dryness of botrytis providing just the right contrast. For aging over many years.",93,13.8,69,Roger Voss,Esterházy
US,California,"Shows the opulent fruit of the vintage, when long hangtime made ripeness so easy to achieve. The jammy raspberry and cherry flavors are spicy, with a sweet, smoky coating of oak. Brisk acidity and a savory minerality lift the fruit into complexity. Should age well, so drink through 2016 or so.",92,9.8,49,,MacPhail
Italy,Northeastern Italy,"Löwengang is one of the few Italian white wines built to age many long years in the cellar. Chardonnay is farmed according to bio-dynamic ideals and shaped by oak barrique. The result is creamy, rich, structured and redolent of apricot, vanilla, citrus cream and spice.",92,9.6,48,,Alois Lageder
US,California,"This wine is substantial enough for rich fish dishes and other entrees. It smells and tastes like almonds and apricots and has a nicely viscous texture. Full-bodied, it is complex, sophisticated, dry and has a lingering finish.",88,6.04,24,Jim Gordon,Longevity
Portugal,Alentejano,"While the wine is rich, it does show a more austere side, with tight acidity balancing superripe fruit tones. Big berry flavors are contrasted by ripe tannins and a chalky, firm texture. This wine might need to age, so drink after 2015.",88,2.8,14,Roger Voss,Monte Branco
US,California,"Good, solid fruit flavors fill out this light-colored but full-bodied Grenache. It has ripe plum, tart cherry and cedar nuances; a broad, firm texture helps flavors linger on the finish. It's the kind of wine that tastes better with each sip.",88,3.86,28,Jim Gordon,Calavera
Chile,Aconcagua Valley,"Blackberry and cassis aromas show earthy and herbaceous hints, with coconut and vanilla tones coming on late. The acid-driven palate meets oaky flavors of coconut and vanilla, softened by plum and cherry notes on the finish.",88,4,20,Michael Schachner,Arboleda
Bosnia and Herzegovina,Mostar,"A mix of red and black fruits pervade on the nose, with hints of roasted coffee beans bringing nuance. Flavors of black plum and freshly ground espresso dominate the palate.",88,2.13,12,Jeff Jenssen,Winery Čitluk
US,California,"A complex Chardonnay, rich in all its parts, that needs a year or two to come together. Ripe tropical and citrus fruit flavors compete with buttery toast for dominance, while brilliant acidity makes it all shine. Great price for a Chardonnay this sophisticated.",90,6.56,23,,Rusack
Italy,Northeastern Italy,"This Sauvignon opens with beautiful aromas of exotic fruit, citrus, dried sage and a touch of cinnamon spice at the back. The mouthfeel is smooth and dense with a crisp, but creamy aftertaste.",90,8.33,29,,Kellerei Kaltern Caldaro
France,Loire Valley,"A wood-aged Chenin Blanc from the Chinon region, this is a new departure for Charles Joguet. The wine is opulent and concentrated from lees stirring, giving power from the quince fruit and elegance from the smooth texture. It could age for several years.",90,6.6,33,Roger Voss,Charles Joguet
Germany,Mosel,"Waxy floral aromas are pretty, but suggest a slightly plastic note on this light-footed Riesling. It's delicately sweet, boasting flavors of fresh yellow peach and pear accented by hints of bramble and earth. The finish is crisp and clean.",85,3.68,15,Anna Lee C. Iijima,Leonard Kreusch
Italy,Tuscany,"Il Cocco delivers a beautiful Brunello with an inky dark appearance and savory notes of cured meat, leather and dark fruit. There's a touch of bitter almond on the close that gives the wine brightness and crispness.",91,24.34,80,,Il Cocco
US,California,"The Suma Kaw Syrah from Hank Beckmeyer is an intriguing combination of great site and experimental winemaker. It's woody and herbal with a menthol sheen and an unexpectedly bright crispness contrasted by dark, savory meat and smoke. A wine that'll start conversations, enjoy it with roasted, herb-encrusted meats—the culinary equivalent of the wine.",91,4.59,24,Virginie Boone,La Clarine Farm
France,Bordeaux,"Densely tannic while also fruity, this is a product of ripe fruits that give a black currant flavor as well as a solid structure. The acidity gives great lift to the end of this finely made wine.",91,2.27,14,Roger Voss,Château Chantemerle
France,Bordeaux,"This is a very complete wine, with all the fruit and tannin elements in place. There's a fine and rich character here as well as a more austere, mineral side. The combination results in supporting tannins, dark fruits and good aging potential.",91,2.57,15,Roger Voss,Château Haut Dina
US,Washington,"An inverted GSM with Mourvèdre (80%) taking the lead followed by Syrah (15%) and Grenache, this aromatic wine offers notes of smoke, coffee and peppery spices. It's elegantly styled with a lithe feel.",88,9,45,Sean P. Sullivan,Tertulia
US,California,"With small percentages of Merlot and Malbec, this Cab offers distinct herbal notes, its body medium in weight and acidity. Clove and fig round out the profile.",88,8,40,Virginie Boone,Whitehall Lane
Italy,Piedmont,"Oak, menthol, mature berry, dried sage and coffee aromas lead the nose. The palate offers black cherry, crushed raspberry, black pepper, licorice, espresso and a balsamic note alongside bracing, teeth-coating tannins.",88,12.85,50,Kerin O’Keefe,Amalia
Chile,Limarí Valley,"Warm, earthy, dusty aromas of red plum and smoky oak turn toastier the longer this sits. A fresh but balanced palate offers equal amounts of snappy acidity and creamy weight, while tart plum and spice flavors finish toasty and charred, with crisp acidity generating length.",88,4.74,26,Michael Schachner,Concha y Toro
France,Champagne,"This is a soft, off-dry Champagne that has preserved plenty of apple and pear fruitiness with some softness on top. There is a yeasty character to the wine that is less attractive, although the aftertaste is all about crisp fruitiness.",87,10.53,55,Roger Voss,H. Blin
France,Southwest France,"A smooth, deliciously drinkable blend of Mauzac and Loin de l'Oeil gives crisp acidity, green fruits and tangy acidity. It's a wine that's fresh and ripe at the same time, a very dry wine that will certainly be best with food. Drink from late 2016.",86,1.37,15,Roger Voss,Domaine des Terrisses
Italy,Tuscany,"Baked plum, roasted coffee bean, toast and a whiff of grilled herb lead the nose. The concentrated palate offers dried black cherry, blackberry jam and licorice alongside assertive tannins that leave a mouth-puckering finish. The fruit is showing signs of drying out so drink sooner rather than later.",87,0,,Kerin O’Keefe,Colombaio
Romania,Dealu Mare,"This wine is scented with apple and peach and a whiff of white flowers. It's crisp on the tongue with white stone fruits, grapefruit and lemon peel.",87,4.4,22,Jeff Jenssen,Davino
Turkey,Thrace,"Medium-straw colored in the glass, this has a soft bouquet of guava and pineapple. It is slightly stiff at first, but tropical fruit flavors of guava and passion fruit with touches of lemon curd quickly wash across the palate. The citrus-laced finish offers long-lasting floral notes.",87,4.37,16,Mike DeSimone,Paşaeli
Italy,Piedmont,"At first shy on the nose, this opens to reveal baking spice and dried violet aromas. A tobacco note underscores its mature black plum and ripe blackberry flavors while smooth tannins offer easygoing support. Drink through 2019.",87,7,35,Kerin O’Keefe,Fratelli Ponte
US,New York,"Crisp apple perfume builds on the palate, suggesting unusually lifted notes of raspberry, strawberry and cherry in this semidry Riesling. It's a plush, slightly rounded white with easy, juicy fruit and a brisk finish.",87,2.12,15,Anna Lee C. Iijima,Highland Cellars
US,California,"The freshness and concentration of the fruit flavors in this full-bodied wine is exceptional. It smells like Concord juice and tastes dark and grapy, forming a simple but appealing personality that's hard to resist.",87,4.56,25,Jim Gordon,Infidel
US,New York,"Luscious pink grapefruit and a hint of raspberry seduce on the palate of this bright, fruity Riesling. It's pleasantly sweet but calibrated neatly by a shot of lemon-lime acidity on the midpalate. A straightforward, spry sip for everyday enjoyment.",87,2.46,16,Anna Lee C. Iijima,J.R. Dill
US,California,"Shows fine pedigree in the ripeness and finesse of the tannins, which are as pure as velvet. Flavorwise, this Syrah is very ripe, bursting in blackberry, black cherry, pomegranate, licorice and mocha flavors that are almost sweet on the finish. It's made in the modern Napa style, and not an ager.",87,7,35,,Calix
Argentina,Mendoza Province,"Cadus from Nieto Senetiner has not been overly consistent in recent years. This wine is black as night, with ultra-extracted aromas of black fruit and chocolate. The palate is hunky and chunky, with clumsy grape, cassis and blackberry flavors. Shows a blast of coconut and softness on the finish. A classic fruit bomb that's missing some key parts.",87,8.46,45,Michael Schachner,Nieto Senetiner
Italy,Tuscany,"Easy, simple and genuine, this bright Chianti would wash down well with a heaping plate of spaghetti and sauce. It's a no-fuss expression with a zesty, crisp close.",86,0,,,Tiziano
New Zealand,Marlborough,"Konrad's 2008 Pinot Noir shows quite a bit of toast and vanilla to go alongside its cherry fruit. Gently toasted marshmallows impart a sweet succulence to the wine, making it attractive despite some woody tannins on the finish. Drink now–2014.",86,4.6,23,Joe Czerwinski,Konrad
US,Oregon,"This is light to the point of feeling thin. It emphasizes clean, tangy raspberry flavors, with a touch of tangerine-like acidity and a cleansing mineral note that carries through the finish. It lacks concentration and shows no evidence of its aging in 50% new French oak.",88,13.25,55,Paul Gregutt,Sokol Blosser
France,Loire Valley,"This deliciously perfumed wine originates from a small appellation west of Sancerre. With its crisp texture and aromatic Sauvignon Blanc grapes, it is a wine to appreciate as an apéritif rather than drink with food.",88,3.8,19,Roger Voss,Jean-Michel Sorbe
US,California,"Muted aromatics slowly reveal a full-bodied gritty texture of minerality that becomes crisp in the glass. Floral apple blossom, green apple and vanilla combine for a juicy palate of fruit and succulence.",88,4,20,Virginie Boone,MacMurray Estate Vineyards
Argentina,Mendoza Province,"Dull aromas of murky leaves and wet cement don't set things up well. This is clunky and scouring in feel, with leafy blackberry flavors that finish bitter.",82,3.8,19,Michael Schachner,Ricardo Santos
US,California,"Grapefruit, pear and vanilla mark this medium-bodied, moderately dense and youthful wine that also offers peeks of caramel and toffee midpalate. The weight and length give way to a zesty, pithy finish.",87,6.11,20,Virginie Boone,Cambridge California
France,Loire Valley,"Soft Pinot Noir gives this warm, rounded wine. Red-berry fruits are freshly cut with acidity while keeping the fruitiness to the fore. This bright, juicy wine is ready to drink.",87,110.71,800,Roger Voss,Domaine Pellé
US,California,"Too sweet, with a sugary finish that tastes like lemonade and pineapple juice.",82,2.23,10,,Cycles Gladiator
US,Washington,"Sweaty, austere and tannic, this wine has more depth and mass than the other reds from Goose Ridge, but still falls away quickly, leaving residual flavors of leaf, chalky acids and an unpleasant sweatiness.",82,6.93,26,Paul Gregutt,Goose Ridge
US,Washington,"Shows a bit more age than its vintage might indicate with notes of dried cranberries and cherries accented by cinnamon and vanilla. The light fruit flavors are a mixture of sweet and tart with dry, chalky tannins.",86,6.4,32,Sean P. Sullivan,Frenchman's Gulch
France,Alsace,This is an unusually toasty Pinot Blanc. Wood flavors add another dimension but cover the natural spice and fruit of the grape.,86,0,,Roger Voss,Pierre and Charles Sparr
US,New York,"Subdued on the nose with hints of apple, pear and wet stones, this semi-sweet wine is stark and lean on the palate with flavors of pressed apple and lemons. It's refreshing and easy drinking with a tight, light-footed frame.",86,2.83,20,Anna Lee C. Iijima,Red Newt Cellars
France,Burgundy,"With its wonderful poise between dark structure and intensely fragrant fruit, this is firm, dry and packed with ripe blackberry fruits. It has great potential, as befits a concentrated wine from Vosne-Romanée, and is certainly not ready to drink before 2020.",93,9.44,86,Roger Voss,Roche de Bellene
Argentina,Mendoza Province,"Seemingly more candied and sweet than prior years, but still a reasonably good generic-style Cabernet if you don't mind a little sucking candy and gumball along the route. Flavors of strawberry and cassis are sticky but ripe, while the finish is chewy and sweet.",84,1.31,10,Michael Schachner,Santa Julia
Italy,Sicily & Sardinia,"Sedàra, an easy-going Nero d'Avola from the dynamic Donnafugata winery in Marsala, Sicily, is not its usual self this year. Aromas of earth, red beet and root eclipse the purity of the fruit. The wine has ripe, gritty tannins and palate-cleaning power on the finish.",84,3.3,15,,Donnafugata
Italy,Piedmont,"Aromas of oak, licorice, ripe black plum, menthol and toasted hazelnut emerge on this. The structured but already accessible palate offers ripe black cherry, fleshy raspberry, vanilla, clove and a note of pipe tobacco alongside a backbone of firm, close-grained tannins. Drink from 2017 through 2022.",91,11,55,Kerin O’Keefe,Castello di Verduno
Italy,Piedmont,"Woodland berry, forest floor, blue flower, tobacco and a hint of leather come together in the glass. The chewy, accessible palate offers juicy wild cherry, fleshy raspberry, cake spice and star anise accompanied by velvety tannins.",91,6.68,50,Kerin O’Keefe,Damilano
Australia,Western Australia,"Conventional wisdom is that 2004 was a better Margaret River vintage than 2003, but this wine suffers a bit in comparison to its older sibling. Thankfully, it's still very good, with plentiful cassis and red plum fruit, soft tannins and crisp acids.",88,8.77,30,Joe Czerwinski,Evans & Tate
Argentina,Mendoza Province,"This global brand has a hit in Mendoza. The '06 Malbec is lively and made right, with hickory and charred steak aromas mixing nicely with the blueberry and blackberry character in the wine. It's a darn good New World red for not much cash, and it should hold up well for at least a couple of years.",88,1.22,9,Michael Schachner,Origin
Italy,Central Italy,"Bricco al Sole is proudly made with organically grown grapes and exhibits aromas of black fruit, sweet spice and black olive. It's streamlined and fresh on the finish, with a bright berry aftertaste.",85,2.98,10,,Cantine Volpi
US,California,"The earlier release of Terre Rouge's two Viogniers, this one, in screwcap, is clearly the friendlier and more immediately accessible. It shows a pretty, fruity personality exuberant in almond, apricot and high acidity. Crisp, like a Sauvignon Blanc, it manifests its granitic beginnings in tasty ways.",87,4.68,20,Virginie Boone,Terre Rouge
France,Languedoc-Roussillon,"There are attractive floral and garrigue tones to the subtle fruit core of this wine, with hints of white cherry, melon rind and strawberry hull. The lively palate offers brisk acidity and lively tart-fruit flavors. A touch of white chocolate echos on the medium-length finish.",87,2.4,12,Lauren Buzzeo,Domaine Montrose
Spain,Northern Spain,"This blend of the 1996, '98 and '02 vintages is mature and browning in hue. The nose is superripe, with prune, brandied cherry, tobacco and molasses notes. A soft, creamy palate holds vanilla, tobacco, baking spice, prune and raisin flavors, while the finish is an echo of what came before. Excellent when judged in its own right, this doesn't quite compare with Vega's best wines. Drink through 2025.",92,118.97,600,Michael Schachner,Vega Sicilia
Austria,Vienna,"Aromatic, floral notes of fresh pear juice, chalky stone and citrus immediately speak of elegance, purity and poise. The palate is lightweight but textured and has that same chalk-stone depth and huge reserves of lemony citrus freshness. There is a counterweight of ripeness and warmth but overall this remains slender and toned. Very well done.",92,4.1,33,Anne Krebiehl MW,Stift Klosterneuburg
US,Washington,"The latest Artist Series Cab is mostly old vine Champoux vineyard fruit, and displays single-vineyard character as a result. Big, powerful, full, round black cherry fruit grabs the center, just on the edge of jammy, supported with juicy acidity. This wine is still quite young and edgy, but will reward cellaring over a decade or more, as is usually the case with Woodward Canyon Cabs.",91,9.8,49,Paul Gregutt,Woodward Canyon
Italy,Sicily & Sardinia,"Sangue d'Oro is a hearty, extracted Passito dessert wine made with fragrant Zibibbo grapes. The wine is thick and dense and beautifully redolent of chestnut honey, candied fruit and almond paste.",91,14.63,58,,Sererraglio Carole Bouquet
US,California,"This blend of different vineyards is immediately appealing for its silky mouthfeel and delicious flavors. Floods the mouth with raspberries, cherries, red currants, licorice, bacon, dusty herb and sandalwood flavors. So pretty, so polished, so refined. Will develop over the next two–four years.",91,11.35,40,,Evening Land
France,Alsace,"Brisk lemon freshness sets the tone on the nose. The very frothy mousse on the palate continues in this fruity, exuberant and fresh vein. The finish is superclean, brisk and dry, creating an ideal and invigorating apéritif-style for summer days.",89,4.79,26,Anne Krebiehl MW,André Kientzler
France,Champagne,"Rounded ripe Chardonnay is the backbone of this accessible wine. Yes, it is crisp with an edge of steeliness, but its acidity is tempered by the rich lime and apricot flavors. The wine is ripe, fruity and ready to drink.",89,10,50,Roger Voss,Gallimard Père et Fils
Italy,Veneto,"Bandarossa is a flagship sparkler and among the best Prosecco Superiori because of its steady and smooth delivery on the palate. There are delicate floral and stone fruit nuances, followed by crisp tones of citrus and grapefruit.",88,3.34,20,,Bortolomiol
US,California,"Shows the bright acidity and pure fruit of the Santa Rita Hills, with lots of cherry pulp and bitter skin, red licorice and raspberry flavors. It's also moderate in alcohol. There's a troubling note of unripeness that may limit ageability, so drink up.",88,6.23,44,,Dragonette
Portugal,Vinho Verde,"This estate is right in the south of the Vinho Verde. That gives the wine extra weight, with added richness from the Avesso grape. The aftertaste brings in crispness.",88,1.21,12,Roger Voss,Solar de Pinheiro
Portugal,Alentejano,"Youthful wine, full of rich berry and black plum flavors. It is concentrated while bursting with exuberant fruits, balanced with acidity. This is a true second wine of Malhadinha Nova, ready to drink now.",88,2.73,30,Roger Voss,Herdade da Malhadinha Nova
Italy,Tuscany,"Poggio ai Ginepri (a luscious blend of Cabernet Sauvignon, Syrah and Merlot that is aged 50-50 in stainless steel and oak) shows fresh fruit characteristics of blackberry, cherry and plum. There are spice and tobacco notes but they are distant and well dosed. This is a great food wine to pair with any beef, veal or pork dish.",88,5.28,18,,Tenuta Argentiera
Italy,Tuscany,"This blend of Syrah (40%), Sangiovese, Alicante, Cabernet Sauvignon and Merlot offers creamy aromas of milk chocolate and blueberry followed by a chewy, slightly raw mouthfeel.",87,2.8,14,,Poggio Morino
US,New York,"Zesty lime skins meld with sweet honey and yellow florals on the nose of this semisweet Riesling. It's gorgeously concentrated yet elegant with a sheer, minerally midpalate and a hint of spice on the finish.",87,1.78,12,Anna Lee C. Iijima,Red Newt Cellars
US,California,"Lots of dazzlingly ripe fruit in this rich, crisply acidic Pinot. It rocks with raspberries, cherries, pomegranates, cola and even hints of sweet, cinnamon-spiced mocha, as well as the toast and vanilla from oak. It's made for drinking now.",87,11.52,38,,Damian Rae
US,California,"Bubblegummy and fresh in acidity, this rosé tastes like a young Beaujolais, with strawberry and raspberry fruit. It's an enjoyable wine to wash down little tapas plates of olives, ham, salted nuts.",87,4,20,,Demetria
Argentina,Mendoza Province,"Aromas of cedar, vanilla and cassis are the best part of this hard, clampy, ultratannic Cabernet. Flavors of vanilla and coconut soften and enrich screechy plum and red-berry fruit, while this finishes with a dominating narrow, tartaric feel.",86,3.8,19,Michael Schachner,Los Clop
France,Burgundy,"This rare intrusion of Sauvignon Blanc into Burgundy is in the small northern vineyard of Saint-Bris, close to Chablis. This wine is fruity with a herbal character that is balanced by the crisp citrus and melon flavors. Drink the wine now.",86,3.8,19,Roger Voss,Bailly-Lapierre
Argentina,Mendoza Province,"Gaseous rubbery aromas are earthy. This feels solid but wiry and angular. Berry, plum, vanilla and mocha flavors finish with a shock of acidity and flavors of chocolate, cherry and cassis.",86,3.44,15,Michael Schachner,Viniterra
US,California,"The majority of grapes within this red are grown in Yountville and certified organic. Simple aromatics make way for a touch of reduction on the nose, while flavors of brushy sage, cedar and clove offer more spice than fruit. Sharp tannins lie beneath.",86,13.8,69,Virginie Boone,Grgich Hills
US,California,"This is one of the best Pinots Riverbench has produced. It's a delight to drink, with a silky, gentle texture and crisp acidity to get your mouth watering. For all the lightness of mouthfeel, the flavors are serious, suggesting raspberries and cherries with earthy notes of mushrooms, cola and herb tea. It would not be surprising if this wine was still gaining traction in 2020, but you can decant it and drink it now.",92,5.48,40,,Riverbench
US,California,"This is great Petite Sirah, and classically Dry Creek Valley in style. It has the weight and texture of a fine Cabernet, with gorgeously smooth tannins, but it's the flavors that really make you reach for another glass. Offers blackberries, black currants, bacon, charred meat bone, pepper and anise flavors that go on and on into a long finish. Will age for a long time, but you can drink it at any point in its journey.",92,11.88,45,,St. Francis
US,California,"A gorgeous wine, showing a deft hand of restraint despite evident power. Yes, the alcohol is high and heady, but the wine wears it well, so that heat is only a part of a spectrum of impressions that include refined tannins and rich layers of blackberries, blueberries, crème de cassis liqueur and toast. The finish is dry and elegant. No need to age this beauty, so drink up.",92,27,135,,Hourglass
Canada,British Columbia,A uniquely styled wine with notes of apple cider and caramel. It's rich and creamy with a panoply of fruit flavors that come in waves and linger long after the last sip. Offers as much in feel as it does in flavor.,91,16.88,65,Sean P. Sullivan,Mission Hill
US,California,"From the rocky, volcanic soils of Durell, this white is exuberant in salty rock and sea spray, showing plenty of influence from the Pacific Ocean to its west. Sturdy in structure and length, the fruit is twisted in pink grapefruit and crisp apple, its underbelly a richer, warmer expression of toffee and caramel.",94,16.16,60,Virginie Boone,Gary Farrell
Italy,Tuscany,"This is a fine Brunello Riserva with a thick and pulpy feel that is accented by aromas of cherry, wild berries, currants, exotic spice and pipe tobacco. The wine is smooth and rich with enduring fruit notes and silky tannins. There is a pleasantly sweet note of cherry and vanilla on the long finish. Drink after 2012.",92,0,,,Tenuta Friggiali
Italy,Northeastern Italy,"You'll discover earthy aromas of leather mature dark berry, flint and a whiff of brimstone on this solid, accessible red. The round, robust palate offers mature plum, ground pepper and clove accompanied by ripe tannins. Drink through 2017.",87,7,35,Kerin O’Keefe,Tenuta Peter Sölva & Söhne
Argentina,Mendoza Province,"Lightly tropical to begin with, then more sheering and acidic in the mouth, with high-toned, jacked-up flavors of green apple, pineapple and lemon. Quite snappy and fresh, with an aggressive but true and correct finish.",85,2.8,14,Michael Schachner,Cinco Sentidos
Italy,Northeastern Italy,"Packaged in a squat, medallion-shaped bottle, this fragrant Moscato Giallo offers a full bouquet of peach blossom, honey, acacia flower and jasmine. It's sweet and tangy in the mouth to the right measure and would pair with fruit salad or apricot tarts.",85,5.03,20,,Gaierhof
US,California,"Beautiful and likeable for its dryness, crisp minerality, and the sleek, clean mouthfeel. The fruit suggests oak-inspired pears, oranges and citrons. This elegant quaff gets better as it warms in the glass. Drink now.",92,3.57,35,,Dutton-Goldfield
Italy,Tuscany,"A lovely Cab from Montalcino, with bright berry aromas of blackberry and wild cherry backed by exotic spice, clove, sweet cinnamon and a touch of espresso bean. The wine is firm but smooth on the finish with loads of fruit intensity at the very end.",92,0,,,Máté
Italy,Tuscany,"This Bolgheri Superiore shows luscious and clean notes of mature black fruit, plum, prune and loads of vibrant black cherry. Wood elements of spice, tobacco and leather are well integrated and the wine is impressively smooth and generous on the finish.",92,8.2,41,,Podere Guado al Melo
Italy,Tuscany,"Riesci is a super Tuscan blend of Cabernet, Petit Verdot and Merlot with lovely density and opulence backed by bright aromas of mature berry fruit, cherry cola, blackberry pie, leather and dark chocolate. It's a black, inky wine with solid tannins that will cut through succulent steak.",92,8.98,45,,Fossacolle
US,Washington,"This wine offers aromas of jammy red fruit, golden raisins and abundant barrel spices. It's full bodied in style with rich cherry flavors, sharp-edged acids and barrel notes that run throughout and linger on the finish.",88,7.06,37,Sean P. Sullivan,:Nota Bene
Argentina,Mendoza Province,"Smells jumpy and musky, like a wet dog in from the rain. The palate is brutally tannic and hard as rocks, with sweet, pasty berry flavors infused with vanilla. Finishes like the bouquet: foxy and funky.",83,3.94,15,Michael Schachner,Xavier Flouret
US,North Carolina,"Smoke wafts over pressed apple and lemon notes on the nose and palate of this off-dry Riesling. Sugary sweetness on the midpalate infused with hints of soapy florals and brambly vines detract from an otherwise pleasant, balanced wine.",83,3.87,13,Anna Lee C. Iijima,RayLen
Greece,Naoussa,"Savory spice and roasted meat aromas lead into flavors of tomato, olives and roasted meat. The wine has a brisk acidity and a smoky finish, making it perfect for grilled burgers, steaks and sausages.",89,3.65,16,Susan Kostrzewa,Chrisohoou
France,Rhône Valley,"This medium- to full-bodied wine is smooth in texture, not overly firm or tannic. Floral and peppery notes accent cassis-tinged fruit, which finishes in a flourish of supple tannins. Drink now–2022.",89,21.06,96,Joe Czerwinski,Tardieu-Laurent
US,Washington,"Merlot (53%) makes up the majority of this wine, followed by Cabernet Franc (31%), with the balance being other Bordeaux varieties. It shows whiffs of reduction out of the gate which are followed by aromas of blackberry and spice. The palate brings a mouthful of black-fruit flavors backed by lightly dry grainy tannins. Black and purple-fruit flavors persist on the finish.",89,7.3,25,Sean P. Sullivan,Nelms Road
Italy,Lombardy,"It opens with aromas of beeswax, acacia flower and lightly toasted oak. The smooth, structured palate offers lemon drop, white peach, papaya and a subtle note of vanilla and spice.",89,6,30,Kerin O’Keefe,Zenato
US,California,"Despite the plural on the “vineyards” designation, the source of this Chardonnay is one vineyard. It's dry, crisp and minerally, with tantalizing lemon, lime, mango and apricot flavors, finished with a French oak toastiness.",89,9,45,,Amapola Creek
Italy,Tuscany,"Made entirely with Sangiovese, it has aromas of ripe black fruit, tilled earth, toasted oak sweet vanilla and a hint of leather. The rich palate offers toasted oak, black berries, espresso and coffee alongside dusty, drying tannins",89,6.12,50,Kerin O’Keefe,Castello di Monsanto
France,Southwest France,"A big, ripe, still very young wine with black fruits that are right up front. It's jammy and juicy, with almost as much fruit as tannin. There is some aging potential, with the underlying dryness of the structure, but the wine is mostly about ripe fruitiness. Drink from 2017.",89,7,35,Roger Voss,Château de Chambert
US,Washington,"More than three quarters Syrah, this is made from young vines planted in the estate vineyard in the extreme western Yakima Valley. With such new vines it is difficult to point to specific varietal character. It's tart and lightly fruity, with a pleasant spicy edge.",85,6.11,29,Paul Gregutt,Wilridge
US,California,"A bit unripe, with herb and mint flavors side by side with blackberry and cassis. Shows classic Napa mountain structure of tannins and acids, but the mint reprises on the sharp finish. Not an ager.",85,15.13,50,,Reverie
US,California,"It's hard to find a Pinot at this price that shows real sophistication, but Stephen Vincent tries hard. The wine is racy and silky, with coastal elegance. Its cherry, licorice and cola flavors have a little kiss of oak.",85,4.72,20,,Stephen Vincent
